Features,importance
Patent_#,0.0648288416224578
Funder_Type_1,0.063199731941304
Duration,0.04023132515084822
claims_#,0.024653692635928186
Funder_Type_2,0.024591837906559146
Polarizability,0.023778456481059047
Refractivity,0.023735976774898436
logP,0.022767978261289294
MW,0.022252118673160924
Allocation_Type_3,0.01983907860839807
PSA,0.019834286690005865
Bond_#,0.01496864590954453
HBA,0.011873863650736243
PCT_code_1,0.011862807674059813
Country_1,0.011436789318525407
Intervention_Model_0,0.010603562614839319
Rings,0.010101839725845696
Intervention_Model_3,0.010070291017005384
Allocation_Type_0,0.00962575435189461
HBD,0.009279715234867062
Country_0,0.008663621595350876
PCT_code_2,0.008294466870852042
Country_2,0.007299751287597961
Intervention_Model_5,0.0070956847744802565
CPC_code_5,0.006319109541782149
ECFP4.108,0.006287530586142311
ECFP4.9,0.005771969201241588
ECFP4.1,0.005760114522885991
Allocation_Type_1,0.005254995320948733
ECFP4.45,0.004988009731916227
ECFP4.91,0.004917329984549009
ECFP4.123,0.004728251203225267
Funder_Type_0,0.004657045450148668
ECFP4.18,0.00463452924399507
ECFP4.64,0.004607814271479707
ECFP4.59,0.004467078196137496
ECFP4.124,0.004456391248169715
Gender_code_3,0.004310065853774341
ECFP4.20,0.00429546065816438
ECFP4.122,0.004283674002432729
CPC_code_4,0.004279940882388471
ECFP4.75,0.004274504355278915
ECFP4.13,0.004268810115541103
ECFP4.87,0.004242059898517331
Age_code_1,0.004240331548818277
ECFP4.31,0.004167695291148972
ECFP4.74,0.004112117651515506
ECFP4.46,0.004085474040317395
ECFP4.36,0.004082313172253229
Funder_Type_3,0.004074748769407467
ECFP4.17,0.0040206370398639
Funder_Type_5,0.004007903851987669
ECFP4.48,0.003995749703974491
ECFP4.50,0.0039838063180494335
ECFP4.100,0.003953153462230017
ECFP4.67,0.003918711690975139
ECFP4.6,0.003913030061513275
ECFP4.56,0.0038601470198554137
ECFP4.114,0.003838180223640173
ECFP4.76,0.0038343997968404925
ECFP4.103,0.003812668405822093
Bioavailability_2,0.0038126205008339664
ECFP4.73,0.003790705274272854
ECFP4.2,0.003763463381203218
ECFP4.72,0.003749389126703608
ECFP4.95,0.003745531313707319
