Features,importance
ECFP4.38,0.0028943677111607545
Funder_Type_0,0.0028900625993694713
ECFP4.107,0.002884575963900934
ECFP4.54,0.00285275043409132
ECFP4.116,0.0028449480022309224
ECFP4.23,0.002844796294146505
ECFP4.66,0.002844580521126075
ECFP4.61,0.002843224426017985
ECFP4.41,0.0028344991209405253
ECFP4.109,0.002834236358310377
CPC_code_4,0.002819500342996773
ECFP4.83,0.002814160250325423
ECFP4.24,0.0027908294387845624
ECFP4.92,0.0027474204404263746
ECFP4.81,0.0026698043356050472
ECFP4.34,0.0026594578707517967
ECFP4.44,0.0026177136862817942
ECFP4.8,0.0026117998607754233
Intervention_Model_1,0.0026068874186529166
ECFP4.26,0.0026026826865680054
ECFP4.96,0.0026021415386241085
ECFP4.12,0.0025959633734218483
ECFP4.125,0.0025944392630793526
ECFP4.52,0.002583553126898064
ECFP4.57,0.0025157286479260315
ECFP4.90,0.002505333536973583
ECFP4.27,0.002485422450990642
PCT_code_0,0.0024547698341402485
Funder_Type_3,0.0024545223254949008
ECFP4.98,0.0024151268136013565
ECFP4.84,0.0024115404227875964
ECFP4.11,0.0024107620020909597
CPC_code_2,0.0023541578631565588
Allocation_Type_2,0.002315521297873582
ECFP4.7,0.0023024466455811056
ECFP4.117,0.002286164275876135
ECFP4.88,0.002285051293684032
ECFP4.43,0.0022827043806366277
ECFP4.94,0.002266611435368696
ECFP4.22,0.0022654285951650703
Bioavailability_1,0.002256871296495371
ECFP4.77,0.002229710634589331
ECFP4.21,0.002158957476126531
ECFP4.127,0.0020677966610458814
ECFP4.93,0.002045079966575625
Bioavailability_0,0.001969771998287408
Bioavailability_2,0.0019013332332168367
ECFP4.40,0.0018960028076843956
CPC_code_3,0.0018598865036291486
Country_3,0.0015117572787984185
CPC_code_0,0.001415777322818151
Country_4,0.0014052801119929824
Age_code_4,0.0013427299622462555
Intervention_Model_2,0.0012276804280624653
CPC_code_1,0.0010206705028486883
Age_code_3,0.0009896017317195594
Country_5,0.0006047797808140088
Age_code_2,0.0006028390382503209
Intervention_Model_4,6.938796837810865e-05
