Features,importance
ECFP4.27,0.0036311334686350704
ECFP4.62,0.0036119301867273443
Country_2,0.0036076652622105214
ECFP4.88,0.0035862116402142416
ECFP4.128,0.003583550704669969
ECFP4.49,0.0035638262858030847
ECFP4.120,0.003552640932397733
ECFP4.71,0.003539639543898728
ECFP4.34,0.0035233341715813515
ECFP4.83,0.003505252772670292
ECFP4.32,0.00348264720894491
ECFP4.8,0.0034748294657593985
ECFP4.12,0.0034391973479317357
ECFP4.43,0.0034063162195773844
ECFP4.5,0.003403197376066883
ECFP4.107,0.0033948446219769723
ECFP4.53,0.0033531404592167867
ECFP4.4,0.003338541273439906
ECFP4.15,0.003333108539590131
ECFP4.61,0.0033153021815344524
ECFP4.68,0.0032771386594858546
ECFP4.121,0.003271709514522674
ECFP4.7,0.0032610557468142143
ECFP4.81,0.0032572814026519937
ECFP4.84,0.003248342994127163
ECFP4.28,0.0032418455338285644
ECFP4.58,0.0031893101938513207
ECFP4.93,0.0031886249122554
ECFP4.50,0.0031861520766041495
ECFP4.35,0.0031707579804490533
ECFP4.89,0.00316574643602984
ECFP4.98,0.003161583880808498
ECFP4.26,0.0031598442561930496
ECFP4.66,0.003155162879963832
ECFP4.41,0.003116461576703536
ECFP4.90,0.003108348407548669
ECFP4.112,0.0031029246230426548
PCT_code_0,0.003078904282130436
ECFP4.96,0.0030728137706029267
ECFP4.118,0.003065472109838508
ECFP4.11,0.0030391314939052913
Bioavailability_2,0.002989371769043599
ECFP4.116,0.0028912104192917935
Bioavailability_1,0.0028788639754597505
ECFP4.104,0.0028732493352894716
ECFP4.102,0.002866282435039442
ECFP4.25,0.0028263275585292858
ECFP4.113,0.0028258836491072
Gender_code_3,0.002822328265562992
Allocation_Type_2,0.002811925311738338
ECFP4.14,0.002803615322663705
Age_code_0,0.002801524858703136
ECFP4.57,0.002770891495241732
ECFP4.105,0.00274785107948114
ECFP4.10,0.00274498363096204
ECFP4.125,0.002736228358600278
ECFP4.44,0.0027331156716994785
ECFP4.77,0.0027290602557357856
ECFP4.42,0.002705948696748481
ECFP4.24,0.00268830697880372
ECFP4.40,0.002580934351928991
Funder_Type_0,0.002539226001341832
Age_code_5,0.0024709638488596875
ECFP4.21,0.002398753512175438
ECFP4.92,0.0023972834673003296
ECFP4.52,0.002382543437870498
ECFP4.94,0.002375145250893229
ECFP4.22,0.002284182181493401
Funder_Type_3,0.0022014691575563392
ECFP4.127,0.002109393992063689
CPC_code_0,0.0018943431047315118
Funder_Type_5,0.00180405142264413
CPC_code_2,0.0016176880787872588
CPC_code_3,0.0015090755167022879
Bioavailability_0,0.0014664028576611087
Intervention_Model_1,0.0012350290467072274
Age_code_2,0.0012176134134005508
Age_code_4,0.0011603595919594503
CPC_code_1,0.000986780103704582
Country_4,0.0008559198575021279
Country_3,0.00040179811653545027
Country_5,0.0004007541071346943
Age_code_3,0.0003006059803371329
Intervention_Model_2,0.0002529931765726808
Gender_code_2,6.82044445068916e-05
Intervention_Model_4,2.434673216666218e-05
