Features,importance
ECFP4.66,0.0028487935643924543
ECFP4.68,0.002844491355866143
ECFP4.117,0.0028391981823485146
ECFP4.57,0.0028235760367858373
Funder_Type_0,0.002746731749313072
ECFP4.116,0.0027206173414931535
ECFP4.86,0.0027165474043225318
ECFP4.96,0.0027147357151714674
ECFP4.84,0.002707494930172304
ECFP4.5,0.002649374153507284
ECFP4.43,0.002647590546394116
ECFP4.38,0.002639497648130401
ECFP4.112,0.0026345920898334517
PCT_code_0,0.0026298791789946857
ECFP4.72,0.0026227602456324987
ECFP4.93,0.0026153151713234507
ECFP4.81,0.002581660019651389
ECFP4.92,0.0025754939859789537
ECFP4.107,0.0025352521993496162
ECFP4.40,0.0025324977010539604
ECFP4.32,0.0025186567561797427
ECFP4.51,0.0024904327551835224
ECFP4.118,0.0024868362107929756
ECFP4.104,0.0024717842056615163
ECFP4.7,0.002440818547082564
ECFP4.90,0.002412625853064353
CPC_code_4,0.0023848443755429944
ECFP4.25,0.002372716798084772
ECFP4.110,0.0023674794366996526
ECFP4.23,0.002294642320115669
ECFP4.119,0.002263708118173743
ECFP4.10,0.0022456572853724417
ECFP4.113,0.0022312469360573467
ECFP4.34,0.0022195050211209558
ECFP4.44,0.0022097146783894577
ECFP4.24,0.0022028224440349834
ECFP4.54,0.002200064657682633
ECFP4.58,0.002198200743238771
ECFP4.111,0.0021957494788547526
Bioavailability_1,0.002193638135152157
Age_code_3,0.0021228506393277044
ECFP4.127,0.001962446352313638
ECFP4.94,0.0019520923100091322
ECFP4.101,0.0018810520897981622
ECFP4.22,0.0018286829592393022
ECFP4.125,0.0018231029668353067
ECFP4.26,0.0016866233174242006
CPC_code_0,0.0016659328206571511
ECFP4.21,0.0016510022983796558
Bioavailability_0,0.0016387968501728458
Bioavailability_2,0.0016250914241103356
Allocation_Type_2,0.0015739168924150454
ECFP4.77,0.0015577288955741135
CPC_code_3,0.0015197471111122124
Funder_Type_3,0.001461497875377944
Age_code_0,0.0011401380963068485
Age_code_2,0.0010622550735154587
CPC_code_1,0.0008185305231536385
Intervention_Model_1,0.0007932714988420755
Gender_code_2,0.0007433959331989061
CPC_code_2,0.0007385789764405097
Country_5,0.0006935390762769592
Intervention_Model_4,0.00043747291467515333
Gender_code_1,0.0003209187186717209
Country_3,0.0002820533133414422
Country_4,0.00012029689577341579
Intervention_Model_2,0.0
