Features,importance
ECFP4.62,0.003825045038953051
ECFP4.55,0.00381384114894312
Age_code_5,0.0037991986061694212
ECFP4.100,0.0037982746622308534
Funder_Type_0,0.003798008121894871
ECFP4.120,0.003793772688511889
ECFP4.71,0.003787722910470956
ECFP4.117,0.003769206055071071
ECFP4.63,0.0037368458368800856
ECFP4.77,0.0037154716983538805
ECFP4.12,0.0036849546934471277
ECFP4.28,0.0036734765651934053
ECFP4.70,0.003670889318056478
ECFP4.35,0.0036677102007683267
ECFP4.80,0.0036612744488115976
ECFP4.39,0.0036609224233864136
ECFP4.121,0.003654607263753876
ECFP4.41,0.00363856747335986
ECFP4.79,0.0036280926127768144
ECFP4.85,0.0036024870437297903
ECFP4.34,0.003599157798711406
ECFP4.25,0.0035942251253533427
ECFP4.47,0.0035156450568337196
ECFP4.112,0.0034925178636654197
ECFP4.16,0.0034884611451558643
ECFP4.23,0.0034724261212304344
ECFP4.118,0.0034597136520028793
ECFP4.22,0.0034309392822787204
ECFP4.67,0.0034286952134240933
ECFP4.105,0.0034256950298267312
Age_code_0,0.0034205530018737804
ECFP4.49,0.003378202352019649
ECFP4.119,0.0033536899099829982
ECFP4.30,0.003350871059731923
ECFP4.58,0.00333473508141894
ECFP4.115,0.003296491306738444
ECFP4.102,0.0032671535492636793
ECFP4.5,0.0032410118446492176
ECFP4.11,0.003193231649425278
ECFP4.29,0.0031389675445707937
ECFP4.104,0.003084598154418125
ECFP4.93,0.00308271130058225
ECFP4.125,0.003078270496616771
ECFP4.43,0.003038745207243706
ECFP4.116,0.0030244172269948888
ECFP4.68,0.003009871927819558
ECFP4.111,0.0030078732595853006
ECFP4.15,0.003007660702568882
ECFP4.89,0.0029837963777170425
ECFP4.33,0.0029439533781633912
ECFP4.38,0.002935700465209158
ECFP4.113,0.00293241915735682
ECFP4.53,0.0029239766509834304
ECFP4.51,0.002906067585275659
ECFP4.40,0.002896445014989202
ECFP4.32,0.0028822716676943625
ECFP4.61,0.0028680785403846143
ECFP4.52,0.0028457573861121826
ECFP4.97,0.0027825990863424264
ECFP4.88,0.002776650687463316
ECFP4.42,0.002769249636257118
ECFP4.8,0.0027379951577036145
CPC_code_4,0.0027148377422933512
ECFP4.83,0.0027048753185491877
ECFP4.27,0.0026378852359727808
Bioavailability_1,0.002636260966201479
ECFP4.90,0.002588988594059964
ECFP4.110,0.0025426672193814732
ECFP4.57,0.002501409041604657
ECFP4.96,0.0024318535063639042
Bioavailability_2,0.0024043894776473785
ECFP4.101,0.0023849410845169106
ECFP4.7,0.002370842860910976
Intervention_Model_1,0.0023680031711861772
ECFP4.24,0.0023485744820221986
ECFP4.92,0.0023437257817994174
ECFP4.26,0.0023234835794443296
CPC_code_2,0.0023112194227162073
Allocation_Type_2,0.0023104431095768542
ECFP4.127,0.0022289370368984204
ECFP4.84,0.0021251695746401897
ECFP4.98,0.00208691876415645
ECFP4.94,0.0020127821872716854
Bioavailability_0,0.001762679917528098
CPC_code_0,0.0016393996048085521
CPC_code_3,0.0015862125887611477
Age_code_2,0.0015321490145505901
Age_code_4,0.0014259005255657
Country_4,0.0008315495189363148
CPC_code_1,0.0006804270788240157
Gender_code_2,0.0005658068327120104
Age_code_3,0.000514218997336423
Country_5,0.00041165380657596265
Country_3,0.0002710049065211738
Intervention_Model_2,0.00018465951754312922
Intervention_Model_4,7.634211329230122e-05
