Features,importance
ECFP4.107,0.0033024652929640468
ECFP4.19,0.003299424297139915
ECFP4.78,0.0032855650986731294
ECFP4.5,0.0032779787109490175
ECFP4.87,0.0032656768142543223
ECFP4.35,0.0032592755445532344
ECFP4.43,0.0032573169721635685
ECFP4.62,0.0032539339929301197
ECFP4.83,0.00324995657501645
ECFP4.67,0.0032432909270434375
ECFP4.53,0.0031962531837080427
ECFP4.66,0.0031913784654931856
ECFP4.71,0.003158745050928454
ECFP4.115,0.0031555678962354615
ECFP4.97,0.003154187414656378
Gender_code_3,0.0031265851261693236
PCT_code_0,0.0031188311023924303
ECFP4.4,0.003093528414807978
ECFP4.16,0.0030829313398451695
ECFP4.125,0.0030718163909338064
ECFP4.79,0.0030518428777606367
ECFP4.51,0.0030181281670770203
ECFP4.42,0.0030101247388078867
ECFP4.47,0.0029989823676755552
ECFP4.127,0.0029569996634406814
ECFP4.44,0.00291631259199788
ECFP4.101,0.002913255026219205
ECFP4.113,0.002895348958279526
ECFP4.102,0.0028940453061477734
Funder_Type_3,0.002888789432101153
ECFP4.25,0.0028760991446592373
ECFP4.98,0.0028449697373599077
ECFP4.111,0.0028114997036404704
ECFP4.52,0.002793813592966493
ECFP4.112,0.0027907209576461495
ECFP4.61,0.0027615561316236786
Gender_code_1,0.002694877669638857
ECFP4.94,0.0026859161829798457
ECFP4.11,0.0026573627920321394
ECFP4.84,0.0026447965044575513
ECFP4.90,0.002633255297291989
ECFP4.82,0.0026313756989540028
ECFP4.32,0.0025948247907473265
Bioavailability_1,0.0025699162980634023
ECFP4.105,0.002548188585277871
ECFP4.88,0.002522672399638295
ECFP4.96,0.002459747076878254
Funder_Type_4,0.002421812457246872
ECFP4.26,0.0024190679151714373
Age_code_5,0.002416361418270697
ECFP4.121,0.002390432352849737
ECFP4.40,0.002319797777190614
Allocation_Type_2,0.002305190649132226
Bioavailability_2,0.002283945211583645
ECFP4.77,0.0022327606949067956
ECFP4.22,0.002223031861512128
Funder_Type_5,0.002106717874804755
Intervention_Model_2,0.002012414324290454
CPC_code_2,0.0020017245353032525
Age_code_3,0.001987507514952777
ECFP4.93,0.001957754347115144
ECFP4.10,0.0019564091449354158
Country_3,0.0019075734367087205
CPC_code_0,0.0018282909484434915
ECFP4.21,0.0017993363421972659
Age_code_4,0.0016220847626488238
Bioavailability_0,0.00146200307134978
Intervention_Model_1,0.0014351632557759529
CPC_code_1,0.001234901725976095
CPC_code_3,0.0011891739404605412
Age_code_2,0.0008748517221398073
Country_5,0.0007506794631300551
Gender_code_2,0.0006289199537272243
Intervention_Model_4,2.7610212248247527e-05
